Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,service_mean,satisfaction
Male,Loyal Customer,34,Business travel,Business,6.29156913955832,5,5,2,5,2,5,5,2,2,2,2,5,2,3,3.1780538303479458,3.295836866004329,3.0833333333333335,1
Female,disloyal Customer,28,Personal Travel,Eco,5.4680601411351315,3,4,0,3,3,0,3,3,3,5,4,2,3,3,2.302585092994046,0.0,2.6666666666666665,0
Female,Loyal Customer,34,Business travel,Business,7.549082710812286,4,4,4,4,2,4,5,4,4,4,4,4,4,4,1.0986122886681098,0.6931471805599453,3.9166666666666665,1
Male,disloyal Customer,59,Business travel,Business,5.0238805208462765,3,3,3,3,5,3,5,5,4,2,5,4,4,5,2.3978952727983707,1.0986122886681098,4.0,0
Male,Loyal Customer,60,Business travel,Eco Plus,5.564520407322694,4,2,2,2,3,4,3,3,2,2,2,1,4,3,0.0,1.3862943611198906,2.75,1
Male,Loyal Customer,39,Business travel,Business,7.6324011266014535,0,3,0,4,5,4,5,3,3,3,3,3,3,5,2.70805020110221,2.9444389791664403,3.0833333333333335,1
Female,Loyal Customer,57,Business travel,Business,8.076204527239026,1,1,1,1,5,4,4,4,4,5,4,4,4,4,3.58351893845611,3.828641396489095,3.6666666666666665,1
Female,disloyal Customer,34,Business travel,Business,6.666956792429207,2,2,2,1,1,2,1,1,4,4,4,3,5,1,0.0,0.6931471805599453,2.5,0
Female,disloyal Customer,22,Business travel,Business,6.326149473155099,3,4,4,4,1,4,1,1,4,1,3,4,4,1,3.1780538303479458,3.091042453358316,2.5833333333333335,0
Female,Loyal Customer,63,Business travel,Eco,6.618738983517219,2,4,4,4,3,3,3,2,2,2,2,5,2,1,0.0,0.0,2.5833333333333335,1
Female,disloyal Customer,41,Business travel,Business,5.099866427824199,2,2,2,3,5,2,5,5,3,2,3,1,3,5,3.1354942159291497,2.8903717578961645,3.1666666666666665,0
Female,Loyal Customer,44,Business travel,Business,8.086717920303906,5,3,5,5,2,5,5,5,5,5,5,4,5,3,2.3978952727983707,2.833213344056216,4.5,1
Female,Loyal Customer,46,Business travel,Business,7.67786350067821,5,5,5,5,5,5,5,4,4,5,5,5,4,5,0.0,2.70805020110221,4.75,1
Female,Loyal Customer,44,Business travel,Business,7.679251425953058,4,4,4,4,2,4,5,5,5,5,5,3,5,5,0.0,0.0,4.333333333333333,1
Female,Loyal Customer,32,Business travel,Business,7.532623618788788,1,5,5,5,1,1,1,1,1,1,3,3,3,1,3.713572066704308,3.5553480614894135,1.8333333333333333,0
Male,disloyal Customer,23,Business travel,Business,7.022868086082641,4,4,4,2,2,4,2,2,3,4,4,3,4,2,0.0,0.0,3.1666666666666665,1
Male,disloyal Customer,45,Business travel,Business,7.02108396428914,1,1,1,1,1,1,1,1,1,5,2,1,1,1,0.0,0.0,1.4166666666666667,0
Female,Loyal Customer,38,Personal Travel,Eco,6.6039438246004725,2,5,2,4,4,2,5,4,4,5,5,4,4,4,0.0,0.0,3.75,0
Male,Loyal Customer,54,Business travel,Business,6.541029999189903,2,2,2,2,1,4,3,2,2,2,2,2,2,2,3.091042453358316,2.4849066497880004,2.1666666666666665,0
Female,Loyal Customer,28,Personal Travel,Eco,6.38856140554563,2,5,2,1,3,2,3,3,2,2,3,4,3,3,3.6635616461296463,3.6888794541139363,2.6666666666666665,0
Male,Loyal Customer,39,Business travel,Business,7.997326822998097,3,3,3,3,4,5,5,4,4,4,4,3,4,4,0.0,0.0,3.9166666666666665,1
Male,Loyal Customer,48,Business travel,Business,6.842683282238422,5,5,5,5,1,5,5,5,5,5,5,2,5,3,2.5649493574615367,0.0,4.25,1
Female,Loyal Customer,44,Business travel,Business,8.234564993267135,4,4,2,4,3,4,4,4,4,4,4,5,4,4,3.58351893845611,3.4339872044851463,3.8333333333333335,1
Male,Loyal Customer,38,Business travel,Business,7.8674885686991285,4,4,4,4,2,2,4,4,4,4,4,2,4,2,0.0,0.0,3.3333333333333335,1
Female,Loyal Customer,20,Personal Travel,Eco,7.080026499922591,2,4,2,2,1,2,1,1,5,2,5,5,4,1,0.0,0.0,2.5833333333333335,0
Male,Loyal Customer,50,Business travel,Eco Plus,6.975413927455952,5,2,2,2,5,5,5,5,2,1,1,4,1,5,0.0,1.791759469228055,3.4166666666666665,1
Female,disloyal Customer,37,Business travel,Eco,5.6131281063880705,2,3,1,3,5,1,5,5,4,1,3,1,3,5,3.58351893845611,3.6109179126442243,3.0,0
Female,disloyal Customer,27,Business travel,Eco,5.733341276897746,1,0,0,2,1,0,1,1,1,2,5,1,3,1,0.0,0.0,1.4166666666666667,0
Female,Loyal Customer,15,Personal Travel,Eco,6.8885724595653635,3,1,3,1,3,3,3,3,3,5,2,1,2,3,0.0,0.0,2.8333333333333335,0
Male,Loyal Customer,50,Personal Travel,Eco,7.307872780763706,2,3,2,3,2,2,2,2,2,2,2,1,4,2,2.3978952727983707,2.5649493574615367,2.0833333333333335,0
Female,Loyal Customer,45,Business travel,Business,7.531552381407289,5,5,5,5,2,3,5,4,4,4,4,3,4,5,0.0,0.0,4.0,1
Female,disloyal Customer,39,Business travel,Business,5.605802066295998,2,2,2,4,2,2,2,2,1,1,4,2,3,2,0.0,0.0,2.0833333333333335,0
Female,Loyal Customer,61,Personal Travel,Eco,6.220590170099739,1,3,1,3,1,4,4,1,1,1,4,1,1,3,2.995732273553991,3.4657359027997265,1.9166666666666667,0
Female,Loyal Customer,49,Business travel,Business,7.358193752733032,2,2,2,2,3,5,5,4,4,4,4,5,4,3,2.1972245773362196,0.0,3.75,1
Female,Loyal Customer,14,Personal Travel,Eco,7.1693500166706,2,5,2,5,1,2,1,1,4,3,4,4,5,1,0.0,0.0,2.5,0
Male,Loyal Customer,40,Business travel,Business,7.700295203420117,2,2,2,2,2,4,4,5,5,5,5,3,5,4,0.0,1.0986122886681098,3.8333333333333335,1
Male,Loyal Customer,15,Business travel,Eco Plus,6.695798917058491,1,5,5,5,1,1,2,1,1,1,3,1,4,1,0.0,2.1972245773362196,1.8333333333333333,0
Male,Loyal Customer,56,Business travel,Business,7.119635638017636,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2.3978952727983707,2.772588722239781,3.8333333333333335,1
Male,Loyal Customer,29,Business travel,Eco Plus,6.900730664045173,2,2,3,3,2,2,2,2,2,3,4,2,3,2,3.970291913552122,4.07753744390572,2.4166666666666665,0
Female,disloyal Customer,29,Business travel,Business,6.507277712385012,5,5,5,3,4,5,4,4,3,2,4,4,4,4,4.127134385045092,3.6888794541139363,4.0,1
Female,Loyal Customer,31,Personal Travel,Eco,6.863803391452954,2,5,2,1,5,2,5,5,4,5,5,5,4,5,0.0,2.1972245773362196,4.083333333333333,0
Male,Loyal Customer,55,Business travel,Business,7.912423121473705,5,5,1,5,4,5,4,5,5,4,5,5,5,4,3.1354942159291497,2.772588722239781,4.333333333333333,1
Male,Loyal Customer,52,Business travel,Business,7.907283609426348,2,2,2,2,4,5,5,4,4,4,4,3,4,5,2.302585092994046,0.0,3.8333333333333335,1
Male,Loyal Customer,21,Personal Travel,Eco,6.841615476477592,2,5,2,4,4,2,1,4,3,4,4,4,5,4,0.0,0.0,3.25,0
Male,disloyal Customer,25,Business travel,Business,6.905753276311464,2,4,2,4,2,2,2,2,5,3,5,4,4,2,0.0,0.0,2.9166666666666665,0
Male,Loyal Customer,35,Personal Travel,Eco,6.98933526597456,2,4,2,1,1,2,1,1,5,4,5,5,5,1,0.0,0.0,2.8333333333333335,0
Female,Loyal Customer,22,Business travel,Eco,5.991464547107982,4,1,1,1,4,4,4,4,2,5,2,5,4,4,0.0,0.0,3.5833333333333335,1
Male,Loyal Customer,34,Business travel,Eco,4.969813299576001,4,5,3,5,4,4,4,4,3,2,4,2,4,4,0.0,0.0,3.5,1
Male,Loyal Customer,65,Personal Travel,Eco,7.822845290279774,2,2,2,4,2,2,2,3,4,4,3,2,2,2,0.0,0.0,2.5,0
Female,Loyal Customer,17,Personal Travel,Eco,7.02108396428914,1,4,1,3,5,1,5,5,3,3,4,2,3,5,0.0,0.0,3.1666666666666665,0
Male,Loyal Customer,24,Business travel,Business,6.453624998892692,5,5,5,5,4,4,4,4,3,1,3,4,1,4,0.0,1.3862943611198906,3.5,1
Female,Loyal Customer,30,Business travel,Business,6.932447891572509,2,2,2,2,4,4,4,4,1,2,3,5,5,4,0.0,0.6931471805599453,3.3333333333333335,1
Male,Loyal Customer,8,Personal Travel,Eco,7.8582541821860294,1,4,1,1,4,1,4,4,4,4,4,4,4,4,0.0,0.0,3.25,0
Female,Loyal Customer,52,Business travel,Business,8.253748343328501,5,5,5,5,2,5,4,5,5,5,5,3,5,3,3.6888794541139363,3.7612001156935624,4.333333333333333,1
Male,Loyal Customer,40,Business travel,Business,7.978653729082731,3,5,5,5,3,3,3,3,3,2,3,3,4,3,0.0,2.1972245773362196,3.1666666666666665,0
Male,Loyal Customer,35,Business travel,Business,7.853604813097837,5,5,2,5,5,2,4,3,3,2,3,5,3,1,0.0,1.0986122886681098,3.1666666666666665,1
Female,Loyal Customer,31,Business travel,Eco,6.073044534100405,3,5,5,5,3,4,3,3,1,3,2,2,2,3,2.6390573296152584,0.6931471805599453,2.8333333333333335,1
Female,Loyal Customer,49,Business travel,Eco,5.5093883366279774,5,1,1,1,1,4,4,5,5,5,5,2,5,4,0.0,0.0,3.8333333333333335,1
Female,Loyal Customer,49,Business travel,Business,6.3473892096560105,4,4,3,4,3,4,5,4,4,5,4,5,4,5,0.6931471805599453,0.0,4.166666666666667,1
Female,Loyal Customer,36,Personal Travel,Eco,6.300785794663244,2,4,2,4,1,2,1,1,4,4,3,4,4,1,3.8501476017100584,3.4339872044851463,2.4166666666666665,0
Male,disloyal Customer,38,Business travel,Business,5.8916442118257715,5,5,5,1,2,5,1,2,3,3,5,5,5,2,3.367295829986474,2.3978952727983707,3.5833333333333335,1
Male,Loyal Customer,51,Business travel,Business,7.554334823725748,3,3,3,3,5,4,4,4,4,4,4,5,4,4,0.0,0.0,4.0,1
Female,Loyal Customer,60,Business travel,Business,6.52795791762255,2,2,2,2,3,4,4,4,4,5,4,4,4,5,0.0,0.0,3.75,1
Female,disloyal Customer,22,Business travel,Eco,6.003887067106539,2,2,2,4,5,2,5,5,2,5,3,1,4,5,2.4849066497880004,2.3978952727983707,3.4166666666666665,0
Male,Loyal Customer,26,Personal Travel,Eco,6.616065185132817,1,2,1,3,1,1,1,1,1,1,3,1,3,1,3.4657359027997265,3.2188758248682006,1.3333333333333333,0
Female,Loyal Customer,54,Personal Travel,Eco,7.289610521451167,2,3,2,3,5,3,4,2,2,2,2,1,2,3,3.4339872044851463,3.091042453358316,2.5,0
Female,Loyal Customer,29,Business travel,Business,5.808142489980444,1,1,1,1,5,5,5,5,5,1,4,3,3,5,0.0,0.0,3.5833333333333335,1
Female,Loyal Customer,59,Business travel,Business,5.4638318050256105,3,3,3,3,5,4,4,5,5,5,5,5,5,5,0.0,0.0,4.5,1
Male,Loyal Customer,44,Business travel,Business,7.958227192322312,2,1,2,2,4,4,5,4,4,4,4,3,4,4,0.0,1.6094379124341003,3.6666666666666665,1
Male,Loyal Customer,40,Personal Travel,Eco,6.206575926724928,3,5,3,1,4,3,5,4,4,4,2,1,5,4,0.0,0.0,3.5,0
Male,Loyal Customer,41,Business travel,Business,5.902633333401366,2,3,3,3,5,4,4,2,2,3,2,1,2,2,3.784189633918261,3.713572066704308,2.6666666666666665,0
Female,Loyal Customer,32,Personal Travel,Eco,6.641182169740591,1,4,1,1,1,1,1,1,4,4,4,5,5,1,0.0,0.6931471805599453,2.4166666666666665,0
Female,disloyal Customer,47,Business travel,Eco,5.971261839790462,4,1,3,4,5,3,1,5,4,4,4,3,4,5,0.0,0.6931471805599453,3.75,0
Male,disloyal Customer,18,Business travel,Eco,5.780743515792329,1,1,1,3,2,1,3,2,4,5,4,1,4,2,2.0794415416798357,1.9459101490553132,2.5,0
Female,Loyal Customer,27,Personal Travel,Business,6.133398042996649,2,3,2,1,2,2,2,2,2,4,2,3,4,2,0.0,0.0,2.4166666666666665,0
Male,disloyal Customer,25,Business travel,Business,6.184148890937483,2,0,3,4,1,3,1,1,3,5,5,5,5,1,0.0,0.0,2.9166666666666665,0
Male,Loyal Customer,16,Personal Travel,Eco,6.957497370876951,2,4,2,5,1,2,1,1,3,3,5,5,5,1,0.0,0.0,2.5833333333333335,0
Female,Loyal Customer,38,Business travel,Business,7.444833273892193,4,4,5,4,3,1,1,3,3,3,3,2,3,3,0.0,0.0,2.8333333333333335,1
Male,Loyal Customer,46,Business travel,Eco Plus,5.8916442118257715,3,4,4,4,3,3,3,3,3,1,1,2,1,3,0.0,1.9459101490553132,2.5,1
Male,Loyal Customer,10,Business travel,Eco Plus,7.086737934510577,5,2,2,2,5,5,4,5,4,1,4,3,5,5,0.0,0.0,4.0,1
Male,Loyal Customer,25,Business travel,Business,7.3752557780097545,2,2,2,2,2,2,2,2,2,4,3,3,4,2,4.7535901911063645,4.795790545596741,2.5,0
Male,disloyal Customer,22,Business travel,Eco,6.759255270663693,2,2,2,2,2,2,2,2,4,4,2,1,1,2,3.912023005428146,3.6635616461296463,2.1666666666666665,0
Male,Loyal Customer,23,Personal Travel,Eco,6.760414691083428,1,5,1,3,5,1,5,5,3,4,4,5,4,5,2.1972245773362196,2.995732273553991,3.5833333333333335,0
Female,Loyal Customer,28,Personal Travel,Eco,7.323170717943469,1,4,1,2,1,1,1,1,4,2,5,3,4,1,0.0,0.0,2.0833333333333335,0
Male,Loyal Customer,20,Business travel,Business,7.771067086065406,3,3,3,3,4,4,4,3,3,3,5,4,4,4,0.0,0.0,3.6666666666666665,1
Female,Loyal Customer,52,Business travel,Business,7.294377299288821,3,3,3,3,2,4,4,5,5,5,5,5,5,3,0.0,0.0,4.083333333333333,1
Female,Loyal Customer,44,Business travel,Business,6.831953565565855,3,3,3,3,2,4,5,5,5,5,5,4,5,3,2.1972245773362196,1.6094379124341003,4.083333333333333,1
Female,Loyal Customer,10,Personal Travel,Eco,6.669498089857879,3,4,3,3,5,3,5,5,5,5,4,3,5,5,2.9444389791664403,3.367295829986474,4.25,0
Female,Loyal Customer,39,Business travel,Business,8.071218539969863,3,3,3,3,2,3,3,3,3,2,3,1,3,2,4.248495242049359,3.9889840465642745,2.5833333333333335,0
Male,Loyal Customer,15,Personal Travel,Eco,5.6131281063880705,2,4,2,2,1,2,1,1,4,2,4,4,4,1,2.302585092994046,2.4849066497880004,2.3333333333333335,0
Male,Loyal Customer,11,Business travel,Eco Plus,6.842683282238422,3,1,1,1,3,3,2,3,2,2,3,1,3,3,0.0,0.0,2.4166666666666665,0
Female,Loyal Customer,49,Business travel,Business,7.620705086838262,5,5,5,5,5,5,5,4,4,4,4,4,4,3,0.0,0.0,4.333333333333333,1
Female,Loyal Customer,59,Personal Travel,Eco,5.53338948872752,1,2,1,3,3,3,3,2,2,1,2,1,2,1,0.0,0.0,1.8333333333333333,0
Male,disloyal Customer,22,Business travel,Eco,6.304448802421981,2,4,2,3,5,2,5,5,5,2,4,4,5,5,0.0,0.0,3.8333333333333335,0
Female,Loyal Customer,64,Business travel,Business,8.284504227258497,1,1,4,1,3,4,5,4,4,5,4,3,4,3,3.1780538303479458,2.9444389791664403,3.6666666666666665,1
Male,Loyal Customer,41,Business travel,Eco Plus,6.102558594613569,2,3,3,3,2,2,2,2,4,5,4,3,4,2,1.9459101490553132,2.4849066497880004,2.9166666666666665,0
Female,disloyal Customer,28,Business travel,Eco,6.980075940561763,5,5,5,1,2,5,2,2,2,5,3,3,4,2,0.0,0.0,3.3333333333333335,1
Male,disloyal Customer,40,Business travel,Eco,6.52649485957079,2,2,2,5,2,2,2,2,2,5,3,5,3,2,0.0,0.0,2.6666666666666665,0
Female,Loyal Customer,56,Business travel,Eco,6.716594773520978,1,5,5,5,5,3,3,1,1,1,1,2,1,3,2.3978952727983707,0.0,2.25,0
Female,Loyal Customer,39,Personal Travel,Eco,6.246106765481563,1,5,4,2,4,4,4,4,3,5,4,4,5,4,3.091042453358316,3.091042453358316,3.8333333333333335,0
Male,Loyal Customer,38,Personal Travel,Eco,5.666426688112432,1,5,1,3,2,1,2,2,3,2,4,3,4,2,0.0,0.0,2.25,0
Female,disloyal Customer,22,Business travel,Eco,6.267200548541362,3,5,4,4,5,4,5,5,1,3,5,2,5,5,3.8066624897703196,3.8918202981106265,3.9166666666666665,0
Female,disloyal Customer,21,Business travel,Eco,5.429345628954441,3,3,3,3,1,3,1,1,1,1,4,4,4,1,0.0,0.0,2.25,0
Female,Loyal Customer,28,Personal Travel,Eco,6.9782137426306985,1,2,1,3,5,1,5,5,2,3,2,3,2,5,2.6390573296152584,0.0,2.9166666666666665,0
Male,Loyal Customer,38,Personal Travel,Eco,7.684783943522785,3,0,3,5,2,3,3,2,4,5,5,5,4,2,1.0986122886681098,2.772588722239781,3.4166666666666665,0
Male,Loyal Customer,65,Business travel,Business,4.672828834461906,2,4,4,4,1,3,4,1,1,1,2,1,1,4,0.0,0.0,2.0833333333333335,0
Male,Loyal Customer,56,Business travel,Business,5.3981627015177525,3,2,2,2,5,3,3,3,3,3,3,2,3,3,3.784189633918261,3.6635616461296463,3.0,0
Male,Loyal Customer,14,Personal Travel,Eco,6.679599185844383,3,5,3,3,2,3,2,2,5,5,5,5,5,2,0.0,0.0,3.5,0
Male,Loyal Customer,63,Business travel,Business,6.616065185132817,2,3,3,3,2,2,2,2,2,3,2,1,2,2,0.0,0.0,2.0833333333333335,0
Male,Loyal Customer,53,Business travel,Eco,6.274762021241939,3,5,5,5,3,3,3,3,2,4,4,4,4,3,0.0,2.1972245773362196,3.4166666666666665,0
Male,Loyal Customer,9,Personal Travel,Business,6.837332814685591,4,4,3,4,4,3,4,4,4,4,5,3,4,4,3.8066624897703196,3.6888794541139363,3.8333333333333335,0
Male,Loyal Customer,60,Personal Travel,Eco,6.09807428216624,1,1,2,3,5,2,5,5,2,2,2,4,3,5,0.0,0.0,3.1666666666666665,0
Female,disloyal Customer,43,Business travel,Eco,6.536691597591305,1,1,1,4,1,1,2,1,3,2,4,1,3,1,0.0,0.0,1.75,0
Female,Loyal Customer,51,Business travel,Business,7.389563953677635,1,1,1,1,2,3,5,5,5,5,5,2,5,3,0.0,0.0,3.5,1
Male,Loyal Customer,36,Personal Travel,Eco,6.068425588244111,3,3,3,1,1,3,1,1,1,3,2,4,2,1,0.0,1.3862943611198906,2.0833333333333335,0
Male,Loyal Customer,68,Personal Travel,Eco,7.1284959456800365,3,4,3,4,2,3,2,2,4,4,3,4,4,2,2.833213344056216,2.5649493574615367,3.0,0
Male,Loyal Customer,62,Personal Travel,Eco,5.429345628954441,2,5,0,3,4,0,1,4,3,1,1,3,3,4,0.0,0.0,2.1666666666666665,0
Female,Loyal Customer,51,Personal Travel,Eco,5.0689042022202315,3,5,3,2,4,4,5,4,4,3,1,3,4,3,0.0,0.0,3.4166666666666665,0
Female,disloyal Customer,30,Business travel,Eco,6.553933404025811,3,3,3,4,4,3,4,4,4,4,4,3,4,4,3.1780538303479458,3.871201010907891,3.6666666666666665,0
Male,Loyal Customer,33,Business travel,Business,7.896924656268864,1,5,2,5,1,1,1,1,3,4,3,4,4,1,2.70805020110221,2.1972245773362196,2.1666666666666665,0
Male,Loyal Customer,15,Personal Travel,Eco,6.901737206656574,1,4,1,3,4,1,4,4,4,2,4,4,4,4,0.0,0.0,3.0833333333333335,0
Female,Loyal Customer,37,Personal Travel,Eco,7.278628942320682,5,2,5,3,4,5,4,4,4,4,3,1,3,4,2.70805020110221,0.0,3.8333333333333335,1
Female,Loyal Customer,37,Personal Travel,Eco,5.846438775057725,3,4,3,4,4,3,4,4,1,2,3,1,3,4,1.9459101490553132,0.0,2.9166666666666665,0
Male,Loyal Customer,22,Business travel,Business,7.390798521735676,4,3,4,3,4,4,4,4,2,4,2,1,4,4,3.784189633918261,3.4657359027997265,3.4166666666666665,0
Male,Loyal Customer,54,Business travel,Business,5.976350909297934,3,3,3,3,3,4,5,4,4,4,4,5,4,4,0.0,0.0,3.9166666666666665,1
Male,Loyal Customer,61,Business travel,Eco,4.700480365792417,5,4,4,4,5,5,5,5,2,5,2,2,5,5,3.4011973816621555,3.4011973816621555,4.166666666666667,1
Female,disloyal Customer,28,Business travel,Eco,6.297109319933935,3,0,3,1,3,3,3,3,5,1,2,3,3,3,1.791759469228055,1.6094379124341003,2.9166666666666665,0
Female,Loyal Customer,43,Personal Travel,Eco,5.099866427824199,2,5,2,2,2,4,5,3,3,2,3,4,3,3,0.0,0.0,3.0,0
Male,Loyal Customer,51,Business travel,Business,7.587817219993427,1,1,1,1,4,4,5,2,2,2,2,5,2,4,3.784189633918261,3.713572066704308,2.8333333333333335,1
Male,Loyal Customer,55,Personal Travel,Eco,7.805882040228621,3,2,3,4,3,2,4,1,1,4,4,4,1,4,0.0,0.0,2.8333333333333335,0
Male,Loyal Customer,65,Personal Travel,Eco,5.424950017481403,1,4,0,1,2,0,2,2,3,5,4,3,5,2,1.791759469228055,0.0,2.4166666666666665,0
Male,Loyal Customer,30,Personal Travel,Eco,7.04141166379481,4,5,4,4,5,4,5,5,5,4,5,5,5,5,0.0,0.0,4.666666666666667,0
Male,Loyal Customer,36,Personal Travel,Eco Plus,6.523562306149512,4,4,4,1,3,4,3,3,5,5,5,4,5,3,2.70805020110221,1.9459101490553132,4.0,0
Female,Loyal Customer,16,Personal Travel,Eco Plus,5.3612921657094255,3,1,3,4,3,3,3,3,2,1,4,4,3,3,0.0,0.0,2.9166666666666665,0
Female,Loyal Customer,57,Personal Travel,Eco,6.86171134048073,1,2,1,4,2,4,4,5,5,1,1,2,5,1,0.0,0.0,2.6666666666666665,0
Female,Loyal Customer,56,Personal Travel,Eco,6.313548046277095,3,4,2,3,2,3,3,2,2,2,2,3,2,5,0.0,0.0,2.5833333333333335,0
Male,Loyal Customer,31,Personal Travel,Eco,6.985641817639208,3,5,4,5,1,4,1,1,5,5,5,3,5,1,0.0,0.0,3.1666666666666665,0
Female,Loyal Customer,8,Personal Travel,Eco,6.892641641172089,2,2,2,3,1,2,1,1,1,1,2,2,3,1,3.7612001156935624,3.9889840465642745,1.5833333333333333,0
Male,Loyal Customer,41,Business travel,Business,8.04044688130311,5,5,3,5,5,5,4,4,4,4,4,5,4,5,1.791759469228055,1.3862943611198906,4.333333333333333,1
Male,Loyal Customer,38,Business travel,Business,5.568344503761097,3,3,3,3,1,4,3,3,3,3,3,1,3,1,0.0,0.0,2.5833333333333335,0
Female,Loyal Customer,47,Business travel,Business,6.802394763324311,1,1,1,1,2,4,5,4,4,4,4,3,4,3,0.0,0.0,3.25,1
Female,disloyal Customer,23,Business travel,Eco,5.44673737166631,0,0,0,3,3,0,3,3,5,4,4,1,2,3,0.0,0.0,2.3333333333333335,1
Female,disloyal Customer,36,Business travel,Business,7.354362330421477,4,4,4,2,5,4,5,5,5,3,4,3,5,5,0.6931471805599453,0.0,4.333333333333333,0
Female,Loyal Customer,63,Business travel,Eco,5.560681631015528,4,1,1,1,3,2,5,4,4,4,4,3,4,5,0.0,0.6931471805599453,3.5833333333333335,1
Female,Loyal Customer,35,Personal Travel,Eco,7.119635638017636,1,4,1,3,4,1,4,4,4,4,4,5,5,4,0.0,2.995732273553991,3.4166666666666665,0
Male,Loyal Customer,59,Business travel,Business,8.18004072349016,4,2,2,2,2,4,3,4,4,4,4,1,4,2,1.0986122886681098,0.0,3.1666666666666665,0
Male,Loyal Customer,38,Business travel,Business,8.270013062273787,1,1,1,1,3,5,5,4,4,4,4,4,4,4,0.0,0.0,3.5833333333333335,1
Male,disloyal Customer,38,Business travel,Eco,5.805134968916488,4,4,4,4,3,4,1,3,4,4,4,2,2,3,0.0,0.0,3.1666666666666665,0
Female,Loyal Customer,47,Business travel,Business,7.636752112435779,5,5,5,5,3,4,5,4,4,4,4,5,4,4,3.6635616461296463,3.912023005428146,4.25,1
Male,Loyal Customer,59,Business travel,Business,8.0861025356691,4,4,4,4,4,4,5,5,5,5,5,5,5,4,2.70805020110221,0.0,4.583333333333333,1
Male,Loyal Customer,41,Business travel,Business,7.708859601047175,1,1,1,1,3,3,4,5,5,5,5,3,5,4,0.0,0.0,3.6666666666666665,1
Female,Loyal Customer,40,Personal Travel,Eco,7.470224135899966,0,1,0,4,1,0,1,1,3,1,4,2,4,1,0.0,0.0,1.5,1
Female,Loyal Customer,59,Business travel,Business,7.354362330421477,3,3,3,3,5,5,4,5,5,4,5,4,5,4,1.0986122886681098,0.0,4.333333333333333,1
Male,Loyal Customer,42,Business travel,Business,8.0959035329611,2,2,2,2,4,3,3,4,4,4,2,1,4,1,0.0,0.0,2.8333333333333335,0
Male,Loyal Customer,50,Business travel,Business,6.07993319509559,3,3,3,3,4,4,5,4,4,4,4,3,4,3,4.23410650459726,4.290459441148391,3.75,1
Female,Loyal Customer,59,Personal Travel,Business,6.478509642208569,4,3,4,4,1,3,3,2,2,4,2,4,2,3,0.0,0.0,2.8333333333333335,0
Male,Loyal Customer,18,Personal Travel,Eco,7.43543801981455,2,4,2,4,2,2,2,2,3,5,1,2,2,2,0.0,0.0,2.25,0
Female,disloyal Customer,17,Business travel,Eco,5.099866427824199,2,2,2,3,2,2,2,2,3,3,3,1,3,2,0.0,0.0,2.25,0
Male,Loyal Customer,30,Business travel,Business,7.075808863978387,3,3,5,3,5,4,5,5,5,4,5,5,5,5,4.442651256490317,4.61512051684126,4.666666666666667,1
Female,disloyal Customer,69,Business travel,Eco,6.035481432524756,1,1,1,3,2,1,2,2,1,3,4,4,4,2,1.6094379124341003,1.791759469228055,2.25,0
Male,Loyal Customer,15,Personal Travel,Business,7.29776828253138,1,5,1,2,5,1,5,5,5,2,3,4,5,5,3.5263605246161616,1.3862943611198906,3.5,0
Female,Loyal Customer,52,Personal Travel,Eco,6.008813185442595,3,4,3,3,2,4,4,2,2,3,2,4,2,5,0.0,1.0986122886681098,3.0,0
Female,Loyal Customer,58,Business travel,Business,8.150756470275551,1,1,1,1,5,1,2,5,5,5,5,5,5,3,2.4849066497880004,2.5649493574615367,3.5833333333333335,1
Male,Loyal Customer,42,Business travel,Eco,6.133398042996649,2,3,3,3,2,2,2,2,4,4,3,2,2,2,3.4011973816621555,2.4849066497880004,2.5,0
Male,Loyal Customer,53,Business travel,Business,7.328437352895162,4,4,4,4,2,4,4,5,5,5,5,4,5,4,0.0,0.0,4.25,1
Female,disloyal Customer,28,Business travel,Business,6.192362489474872,4,4,4,3,5,4,5,5,5,2,5,5,5,5,4.276666119016055,4.454347296253507,4.5,1
Female,Loyal Customer,48,Business travel,Eco,7.444248649496705,4,4,4,4,4,3,2,3,3,4,3,3,3,1,4.727387818712341,4.77912349311153,3.0833333333333335,1
Female,Loyal Customer,33,Business travel,Business,7.806696372521179,5,5,5,5,1,5,2,4,4,4,4,2,4,3,0.0,0.0,3.5833333333333335,1
Male,Loyal Customer,44,Business travel,Business,5.3471075307174685,4,4,4,4,1,5,4,5,5,5,4,4,5,2,0.0,0.0,4.0,1
Female,Loyal Customer,53,Business travel,Business,7.814399633804487,3,3,5,3,2,3,3,4,4,4,5,3,4,3,0.0,1.3862943611198906,3.5833333333333335,1
Female,Loyal Customer,17,Business travel,Business,7.994294986415977,2,5,5,5,2,2,2,2,2,2,4,2,4,2,4.248495242049359,4.174387269895637,2.5833333333333335,0
